546655,74,73,1861,43280,serious_fouls,10252,card
546695,90,79,1861,32570,verbal_abuse,8659,card
547039,38,73,1862,32577,serious_fouls,8667,card
547135,47,73,1862,39618,serious_fouls,8668,card
547204,55,73,1862,26066,serious_fouls,8667,card
547228,58,73,1862,30876,serious_fouls,8668,card
547272,63,77,1862,34430,shirt_pull,8667,card
547427,79,73,1862,26143,serious_fouls,8667,card
547583,90,73,1862,23034,serious_fouls,8667,card
546775,8,73,1863,38802,serious_fouls,8472,card
547203,55,73,1863,30352,serious_fouls,8472,card
547216,57,73,1863,24446,serious_fouls,8472,card
547459,83,70,1863,30988,,8472,card
546896,23,73,1864,40565,serious_fouls,10261,card
609478,45,70,1865,23927,,8655,card
609653,52,77,1865,30338,shirt_pull,9879,card
579284,19,73,1866,30598,serious_fouls,8456,card
579691,79,73,1866,24213,serious_fouls,8456,card
579719,85,176,1866,33781,violence,8456,card
579720,85,176,1866,23953,violence,8462,card
547927,64,70,1867,30618,,8650,card
547934,66,73,1867,24773,serious_fouls,10194,card
547988,77,73,1867,95327,serious_fouls,8650,card
547990,83,73,1867,23369,serious_fouls,10194,card
548825,33,73,1868,31921,serious_fouls,8586,card
549140,65,70,1868,35327,,8528,card
549147,69,73,1868,97988,serious_fouls,8528,card
549160,72,73,1868,34182,serious_fouls,8586,card
549170,75,73,1868,38697,serious_fouls,8586,card
549195,81,73,1868,25005,serious_fouls,8528,card
556565,27,73,1869,36012,serious_fouls,8668,card
556617,51,73,1869,24011,serious_fouls,8668,card
552263,18,73,1870,30357,serious_fouls,10252,card
552637,44,73,1870,24446,serious_fouls,8472,card
552800,53,73,1870,33418,serious_fouls,8472,card
553133,72,79,1870,23264,verbal_abuse,10252,card
553211,80,79,1870,24527,verbal_abuse,8472,card
553261,85,73,1870,24655,serious_fouls,8472,card
555377,27,73,1871,24653,serious_fouls,8462,card
555683,74,73,1871,26108,serious_fouls,8462,card
554667,45,73,1872,37266,serious_fouls,9879,card
554800,52,70,1872,24020,,9879,card
554810,53,73,1872,30966,serious_fouls,8654,card
554850,58,73,1872,24781,serious_fouls,9879,card
552464,34,73,1873,25150,serious_fouls,8528,card
552569,41,73,1873,24230,serious_fouls,8528,card
552796,54,67,1873,24211,violence,8456,card
553044,70,70,1873,33974,,8456,card
553246,86,73,1873,97988,serious_fouls,8528,card
553409,90,70,1873,34421,,8528,card
552900,61,73,1874,24234,serious_fouls,10261,card
553097,73,73,1874,30360,serious_fouls,10261,card
553196,82,73,1874,30849,serious_fouls,8655,card
553203,83,177,1874,30360,serious_fouls,10261,card
553224,83,70,1874,34176,,8655,card
553335,89,70,1874,24205,,10261,card
552293,22,70,1875,37496,,8559,card
553083,74,70,1875,24150,,10260,card
552409,28,70,1876,97932,,8549,card
553014,63,79,1876,38899,verbal_abuse,8549,card
553401,62,67,1876,33128,violence,8549,card
553721,71,79,1877,31291,verbal_abuse,9825,card
553768,81,73,1877,23023,serious_fouls,8667,card
552240,15,73,1878,35636,serious_fouls,10194,card
553336,89,73,1878,23288,serious_fouls,10194,card
553344,90,73,1878,23253,serious_fouls,10194,card
562942,38,73,1880,23760,serious_fouls,8586,card
562955,40,73,1880,35467,serious_fouls,10194,card
563150,51,73,1880,38697,serious_fouls,8586,card
563255,63,73,1880,23072,serious_fouls,10194,card
563301,69,73,1880,23253,serious_fouls,10194,card
564478,36,73,1881,34437,serious_fouls,8667,card
563069,40,63,1882,24728,serious_fouls,8659,card
563088,44,73,1882,40055,serious_fouls,8659,card
563391,61,73,1882,30802,serious_fouls,10260,card
563460,71,70,1882,32570,,8659,card
563472,74,79,1882,36373,verbal_abuse,8659,card
563480,74,79,1882,42594,verbal_abuse,8659,card
563551,90,79,1882,24171,verbal_abuse,8659,card
563556,90,73,1882,34944,serious_fouls,10260,card
563014,44,73,1883,40987,serious_fouls,8462,card
563167,50,73,1883,34036,serious_fouls,8462,card
563338,71,199,1883,40987,verbal_abuse,8462,card
563428,80,73,1883,38609,serious_fouls,10252,card
563471,87,73,1883,38807,serious_fouls,10252,card
